-37.665,-0.0230988,-0.151813,0.228672,0.257508,-0.433318,0.317173,-0.380094,0.136438,-0.424078,0.279414,0.136499,0.16149,0.0187029,0.066394,-0.0214511,0.260178,0.171347,-0.165974,-0.100737
-36.5465,0.316285,-0.275761,0.202764,0.291483,-0.178465,0.400434,-0.234789,0.167719,-0.364687,0.36643,-0.0880248,-0.0273536,-0.0606595,0.0215282,-0.0419174,-0.245103,-0.0254981,0.0352363,0.0833352
-15.0791,2.52454,0.353065,0.485519,0.209902,0.319991,0.201496,0.158317,0.0185115,0.119716,0.117169,-0.0138945,0.0409497,0.0833817,-0.00105829,0.0389952,0.00725555,0.0589052,0.00792303,0.00910572
-16.0631,2.48017,0.365331,0.499778,0.23238,0.345992,0.221555,0.170498,0.0108335,0.131667,0.111387,-0.0316767,0.0304279,0.073854,-0.0138366,0.0205581,-0.0204201,0.0593082,-0.00794094,0.0047276
-18.44,2.42498,0.958225,0.929677,0.58362,0.635398,0.398308,0.147318,-0.0884491,0.0775073,-0.239297,-0.188624,-0.0179073,-0.159706,0.0542247,0.127552,0.0585988,-0.00306908,-0.168295,-0.0600847
-18.3849,1.74829,0.765146,0.834638,0.747308,0.556929,0.40155,0.242316,0.245875,-0.176796,-0.234166,-0.124819,-0.284735,-0.235658,-0.0894963,-0.173849,-0.111212,-0.0238362,-0.111392,-0.154749
-17.9062,2.08555,0.873199,0.771918,0.60829,0.176148,-0.178336,0.0129854,0.141989,0.172184,0.199015,-0.106145,-0.274406,-0.310474,-0.138752,-0.11147,-0.0129413,0.173326,0.215275,0.0996734
-18.5425,1.64902,0.871776,0.830361,0.663431,0.465094,0.184837,0.27026,0.165764,0.200994,-0.175582,0.13969,-0.123349,-0.285135,-0.0713349,-0.225004,-0.271247,-0.402999,-0.144118,-0.0350998
-18.9611,1.41375,0.441501,0.619075,0.292756,0.422655,0.505623,0.60724,0.347644,0.0565692,-0.182428,-0.00312869,0.134949,0.0722111,-0.197765,-0.174307,0.00545313,0.183937,0.0070346,0.0582616
-18.5094,1.63375,0.651123,0.57947,0.336552,0.494125,0.526536,0.407716,-0.0264044,-0.0861389,-0.313835,-0.089133,0.00650157,0.082774,0.0894452,0.0991505,-0.146398,-0.122952,-0.109876,-0.21678
-17.7774,2.10723,0.774821,0.723013,0.590934,0.0979467,0.209203,-0.0271515,-0.0776148,0.21625,-0.0800827,0.083423,-0.210265,-0.00760679,-0.200101,0.07605,0.150147,0.332078,0.217304,0.0497515
-17.3225,2.08204,0.986785,0.687307,0.747004,0.324452,0.508765,0.265053,-0.122123,0.307184,-0.233865,0.135831,-0.257643,-0.0229319,-0.402326,-0.143781,-0.101038,-0.0909106,-0.02213,-0.0626516
-18.3047,1.1203,0.463982,1.01276,0.853939,0.584902,0.314943,0.253134,0.283252,0.102128,-0.0655664,-0.0849243,-0.195501,-0.286916,-0.112496,-0.17588,-0.0426908,0.0712303,0.142752,0.115396
-17.7585,1.75083,0.734237,0.820345,0.788207,0.580717,0.130852,0.398696,0.218111,0.103219,-0.0134857,-0.101071,-0.201017,-0.0872499,-0.410145,-0.186688,-0.163877,-0.22164,-0.185854,0.0317752
-18.3508,0.849671,0.484374,0.867257,0.548723,0.527925,0.314843,0.187493,0.166577,-0.150797,-0.310736,0.0716779,0.00882226,-0.230951,-0.257266,-0.254359,-0.244726,-0.315823,-0.0937206,-0.100056
-17.9556,1.54082,0.577861,0.587751,0.43384,0.429428,0.307107,0.193558,0.125667,-0.0431475,0.0160051,0.0658627,0.0609328,0.0391723,-0.251862,-0.359112,0.0181795,0.00317978,0.00827836,-0.268275
-18.9762,1.45621,0.426055,0.786275,0.572982,0.569763,0.546105,0.322477,-0.00253549,0.0441751,-0.00993019,0.026435,0.0671416,0.141943,0.00374173,0.0359722,0.0926463,0.163235,0.184443,-0.0138587
-19.0425,1.2566,0.34303,0.645367,0.543068,0.352141,0.302625,0.210374,0.153356,0.146506,0.29674,0.0515264,0.0466058,-0.0718495,0.0870118,0.0800019,0.0846811,0.164617,-0.159288,-0.193066
-18.6755,1.57132,0.569478,0.723643,0.58091,0.505316,0.237841,0.134817,0.182173,-0.0248088,0.0548829,0.0179295,0.0490356,0.0351543,0.0575709,0.0224414,-0.0841696,-0.0461283,0.0607855,0.00538785
-18.9921,1.41892,0.362149,0.755905,0.618774,0.333095,0.192643,-0.07525,0.283209,0.118121,-0.0891939,0.000401079,0.0917008,0.00723052,-0.195407,-0.213575,-0.286636,-0.17395,-0.0801936,0.058468
-18.8843,1.08052,0.202634,0.888162,0.500587,0.377244,0.0954498,0.00975878,0.207552,0.103331,0.273569,0.290843,0.171008,-0.217728,0.0132156,0.018183,0.00359336,0.0126152,-0.112947,0.0208029
-18.589,1.22904,0.479634,0.711885,0.412595,0.448884,0.459034,0.581665,0.40715,0.0553089,0.148044,0.0426363,-0.234229,-0.328421,-0.107416,-0.0196649,-0.140004,0.169164,0.0123016,-0.0181315
-18.6817,1.34348,0.413904,0.682258,0.534197,0.349764,0.113585,0.125774,0.255246,0.162892,0.0624847,0.218981,0.0421609,0.105838,-0.0241802,-0.0151995,0.154675,-0.129702,-0.0748113,0.072479
-19.1691,1.35953,0.702483,0.597312,0.539894,0.567838,0.612926,0.155602,0.0973197,-0.0237882,-0.149968,-0.216743,0.138323,0.0325577,-0.284476,-0.217289,-0.0526006,-0.0608352,-0.0124778,0.126618
-19.1885,1.23572,0.592374,0.468245,0.451565,0.465562,0.281351,0.14043,-0.0706533,-0.00677117,-0.143503,-0.18527,-0.0321126,-0.0716365,-0.0885137,-0.0443712,0.0820568,-0.0373203,0.0627046,0.138858
-18.7588,1.36336,0.44631,0.526061,0.14232,0.510683,0.249796,0.200917,0.203778,0.220243,0.183201,-0.0388549,-0.00781172,0.150088,0.107604,0.230712,0.252705,0.0525104,0.127453,-0.0447354
-18.849,1.25466,0.394851,0.712631,0.473551,0.408286,0.444627,0.512352,0.181885,-0.00754208,-0.0694608,0.115035,0.07507,-0.0859232,-0.230939,-0.21874,-0.0325614,0.0780876,0.071472,0.0994915
-18.6037,0.929244,0.596471,1.03526,0.450246,0.472424,0.404743,0.0577405,0.0739434,0.129053,-0.0294312,0.22226,0.0211475,0.272077,0.0804326,0.0455183,-0.240149,-0.179686,-0.0270756,-0.0700891
-18.8963,1.24561,0.405873,0.466403,0.497846,0.31071,0.21139,0.268118,0.217641,0.168126,0.279979,0.0790614,-0.168985,-0.0438535,-0.0624446,0.100264,0.0490819,0.109071,0.122002,-0.0645885
-18.9791,0.996985,0.220185,0.419863,0.378686,0.521363,0.321432,0.25139,0.124329,0.154897,0.0254417,-0.0683294,-0.200208,0.0443002,0.127379,0.0613867,-0.0486586,-0.0260413,0.0298937,0.0170401
-18.2273,1.67713,0.22161,0.317214,0.35186,0.477949,0.359035,0.248931,0.326526,0.350634,0.275792,0.169389,0.211587,0.268312,-0.00386919,0.16532,0.25202,0.0856655,0.0294017,0.0980736
-19.2743,1.24929,0.11586,0.322687,0.261158,0.529077,0.295563,0.270121,0.266258,0.250341,-0.0233033,0.0380468,0.228876,0.0742474,0.0944508,-0.0666059,-0.0680307,-0.230118,-0.0364045,-0.0455919
-19.3947,1.13571,0.431754,0.871353,0.698174,0.493796,0.430844,0.46179,0.30017,-0.191103,-0.219354,0.185569,0.0323381,0.0230014,-0.025139,0.139609,-0.162634,-0.198951,-0.194429,-0.159168
-18.3384,1.34034,0.508766,0.548149,0.561489,0.479794,0.416339,0.60408,0.483646,0.304451,0.120912,-0.194057,-0.111046,0.0437169,-0.36049,-0.0160315,0.0572972,-0.111355,0.0276913,-0.183724
-17.4342,0.970124,0.425067,0.381928,0.456774,0.329527,0.252468,0.2391,0.152009,0.209354,0.105069,-0.0366962,-0.0570666,-0.15554,-0.30825,-0.0761851,0.0635936,-0.0164091,-0.157722,-0.120053
-17.833,0.90744,0.00158974,0.374278,0.250623,0.524775,0.242421,0.27862,0.395123,0.543395,0.384625,-0.180025,-0.108247,-0.00255923,0.0473452,0.0061676,0.125729,0.0570114,-0.0835992,-0.00422713
-17.9626,1.78562,1.06554,0.897101,0.676009,0.791855,0.315802,0.179194,0.0198496,-0.232079,0.0401119,0.207056,0.107133,-0.0268562,0.0517045,-0.00337086,0.0879456,0.0339646,0.0180369,0.224003
-18.4076,1.44289,1.20792,1.08937,0.758542,0.527284,0.366193,0.241673,0.0957567,0.227602,0.522694,0.226386,-0.209027,-0.135293,-0.0304563,-0.125813,-0.305473,-0.380712,-0.100313,-0.0685249
-18.4304,1.48762,0.846903,0.94539,0.701713,0.352631,0.349454,0.439158,0.248152,0.165579,0.0511304,0.178119,-0.0050065,-0.0112754,0.0361942,0.124945,-0.0115501,-0.0921292,-0.0338351,-0.111947
-16.364,0.799802,1.19683,1.2136,0.915746,0.4668,0.239637,0.229245,0.315354,0.219602,0.0875919,-0.0111477,0.0251973,0.169353,0.213283,0.199622,0.0521001,0.0345193,-0.124895,-0.176967
-18.6005,1.78036,0.966506,1.08962,0.607378,0.572627,0.290262,0.388267,-0.0106869,0.0529889,0.124549,-0.0539292,0.14208,0.135439,-0.0143,-0.214471,-0.118071,0.0671884,0.0192512,-0.0123956
-18.1712,2.03978,0.749047,0.743216,0.482865,0.224055,0.0431461,-0.0863114,0.0160086,-0.114012,-0.0582308,0.0116271,-0.084731,-0.0519694,0.00469129,-0.0684716,0.0752047,0.0511828,0.131004,-0.00320878
-18.1729,2.34039,0.833863,0.660425,0.385598,0.351606,-0.0208459,0.291044,0.293338,-0.0408186,0.0289372,0.156246,0.0861057,-0.0495165,0.00638145,-0.0633757,-0.143392,-0.0476668,0.122554,-0.0727981
-17.3486,1.12269,1.00942,0.773316,0.628842,0.515704,0.0701684,0.324479,0.135729,0.0173328,-0.0472781,0.0607589,0.00462806,0.0752405,-0.05838,0.00626873,0.158908,0.129332,0.081402,0.184835
-17.9549,1.94804,0.981443,1.16103,0.629225,0.413483,0.231401,0.329752,0.198909,0.0646373,-0.141871,-0.020664,0.0221391,0.324601,0.0905153,-0.0516109,-0.0112119,-0.0353889,-0.160745,-0.331618
-18.1671,2.20914,0.977332,1.11179,0.530224,0.337365,0.396369,0.434411,0.223402,0.122461,-0.156674,0.0859745,0.167407,0.250864,0.28282,0.0722012,-0.169376,-0.325363,-0.0856449,-0.151179
-18.2207,1.50441,0.707151,0.897238,0.522914,0.38252,0.410508,0.333318,0.276273,-0.0666156,0.0253116,-0.188128,-0.010432,0.0256597,0.0503734,-0.158581,-0.391913,-0.169182,0.141215,0.136575
-18.5186,1.91609,0.679016,0.66699,0.537992,0.344243,0.333854,0.384774,0.330207,0.177917,0.106257,0.0059181,-0.104675,0.0042149,-0.0238378,-0.254436,-0.170296,-0.072883,-0.10997,-0.161948
-18.8919,1.51338,0.560021,0.637969,0.58826,0.717691,0.423537,0.19094,0.335708,0.075588,-0.175402,-0.0960285,0.00963873,0.174487,0.181473,-0.0613617,-0.0267651,0.0614192,-0.0807516,-0.00577308
-18.9427,1.64356,0.826952,0.770237,0.500413,0.231219,0.345169,0.166649,-0.0782501,0.125611,0.207791,0.074926,0.0665743,0.169362,0.135466,0.0396891,-0.119724,-0.0965852,0.129053,0.155906
-17.0773,1.06018,1.34562,1.02373,0.548571,0.379076,0.429804,0.259292,0.204319,0.1206,-0.178985,-0.184946,-0.24009,0.0304921,-0.00325025,0.0367071,-0.0421469,-0.118447,-0.028408,-0.00818484
-18.4008,1.87906,0.908887,0.851693,0.19176,0.158851,0.269011,0.111841,0.00836856,-0.077951,-0.092113,-0.115722,-0.112563,-0.152591,-0.0779812,-0.0429076,-0.0502848,-0.00231335,0.191409,0.0691286
-18.5646,1.42733,0.767603,0.841479,0.678232,0.443711,0.488897,0.434698,0.170763,0.0581262,0.0878994,-0.102324,-0.0405214,0.126163,-0.0802275,-0.0914544,-0.187306,-0.279501,0.000406437,0.110874
-17.9797,1.48298,0.543246,0.530491,0.603752,0.332271,0.31582,0.256186,0.266609,0.0594562,-0.0322898,0.0407757,0.165868,0.0845651,-0.0176136,0.0401029,0.156202,0.0614303,-0.0374718,0.00164336
-15.7879,2.79154,1.75801,0.903147,0.305488,0.247193,0.313886,0.305722,0.154974,0.013112,0.156902,0.104461,-0.126591,-0.160222,-0.186534,-0.0270371,0.0779966,0.0138561,-0.0688635,-0.0177179
-17.5116,1.15529,1.00164,0.886555,0.531812,0.442033,0.504384,0.472973,0.326186,0.161799,0.0750261,-0.195183,-0.39867,-0.295053,-0.24153,-0.126395,-0.145344,-0.187362,-0.113741,0.13905
-18.5217,1.25074,0.889414,0.740859,0.454065,0.462546,0.441235,0.525751,0.223048,0.36089,0.0874836,-0.28833,-0.189546,-0.218032,-0.205548,-0.117661,-0.033207,0.0438424,0.0908117,-0.00566516
-18.477,2.30785,0.859412,0.535343,0.266259,0.172965,0.271711,0.198891,0.052885,0.115585,0.096799,0.131728,0.116225,0.0198772,0.238359,-0.0144935,0.177305,0.231664,0.0798407,-0.0388662
-18.4085,2.38912,0.99756,0.884428,0.470735,0.352765,0.0398925,-0.10086,0.00138015,-0.0802493,0.0919266,0.0437962,-0.389652,-0.145783,0.21039,0.0421017,-0.182503,-0.0490895,-0.0210153,-0.0564668
